ID,Category,English,Nepali,Review,Source
"ui.value_folded_15acef63","shared","{{value1}} folded","","candidate","client/src/notifications/gameNotification.ts:34"
"ui.value_for_everyone_9bf34888","shared","{{value1}} for everyone","","candidate","client/src/components/EndGameControl.tsx:21; client/src/components/EndGameControl.tsx:31"
"ui.value_invitation_link_c12b6a6b","shared","{{value1}} invitation link","","ui","client/src/components/ShareLink.tsx:34"
"ui.value_invited_you_to_value_c4372d7c","shared","{{value1}} invited you to {{value2}}.","","ui","client/src/components/NotificationBell.tsx:98; client/src/components/NotificationBell.tsx:106"
"ui.value_pays_first_5d2d2391","shared","{{value1}} pays first","","ui","client/src/components/GameDetails.tsx:79"
"ui.value_place_1st_value_units_c7c25307","shared","{{value1}} place → 1st: {{value2}} units","","ui","client/src/components/GameDetails.tsx:83"
"ui.value_place_payment_7b359a53","shared","{{value1}} place payment","","ui","client/src/components/GameDetails.tsx:80"
"ui.value_played_valuevalue_6e613ab4","shared; callbreak","{{value1}} played {{value2}}{{value3}}","","ui","client/src/components/CardTable.tsx:52; client/src/screens/LiveGameTable.tsx:183"
"ui.value_proposed_rule_changes_valuevalue_review_a32bc968","shared","{{value1}} proposed rule changes · {{value2}}{{value3}} · Review","","ui","client/src/components/RuleProposal.tsx:22"
"ui.value_waiting_7e6d0d83","shared; rooms-and-tables","{{value1}} waiting","","ui","client/src/components/GameMenu.tsx:42; client/src/components/TableCard.tsx:29"
"ui.value_value_73ed1c8c","shared; rooms-and-tables","{{value1}}, {{value2}}","","ui","client/src/components/GameMenu.tsx:24; client/src/screens/SharedRoomsScreen.tsx:294"
"ui.value_deal_valuevalue_bid_value_won_valuevalue_22d94857","shared","{{value1}}, deal {{value2}}{{value3}}, bid {{value4}}, won {{value5}}{{value6}}","","ui","client/src/components/GameDetails.tsx:46"
"ui.value_value_value_16f2926f","shared","{{value1}}: {{value2}} → {{value3}}","","ui","client/src/components/RuleProposal.tsx:29"
"ui.value_valuevalue_28e00bb6","shared","{{value1}}: {{value2}}{{value3}}","","ui","client/src/components/GameHistory.tsx:25"
"ui.value_value_players_seated_c13c3de5","shared; flush","{{value1}}/{{value2}} players seated","","candidate","client/src/notifications/gameNotification.ts:22; client/src/screens/FlushTable.tsx:177"
"ui._turn_5de4c31f","shared","● TURN","","candidate","client/src/components/PlayerSeat.tsx:49"
"ui.a_player_2450a8ad","shared","A player","","candidate","client/src/components/NotificationBell.tsx:98; client/src/components/NotificationBell.tsx:106"
"ui.accept_rules_c06fa27f","shared","Accept rules","","ui","client/src/components/RuleProposal.tsx:34"
"ui.accepted_your_connection_request_3b82140f","shared","accepted your connection request.","","candidate","client/src/components/NotificationBell.tsx:114"
"ui.accepting_adds_this_room_to_your_memberships_d7dde67c","shared","Accepting adds this room to your memberships.","","ui","client/src/components/NotificationBell.tsx:98"
"ui.across_the_app_saved_on_this_device_01cc75f9","shared","Across the app · saved on this device","","ui","client/src/components/TableThemePicker.tsx:12"
"ui.action_rejected_ce09f819","shared","Action rejected.","","candidate","client/src/multiplayer/PendingGameAction.ts:41"
"ui.active_a733b809","shared","Active","","candidate","client/src/components/GameDetails.tsx:36"
"ui.allow_no_spades_redeal_de482e0b","shared","Allow no spades redeal","","ui","client/src/components/GameDetails.tsx:74"
"ui.allow_weak_hand_redeal_28cbcca3","shared","Allow weak hand redeal","","ui","client/src/components/GameDetails.tsx:74"
"ui.anonymous_player_profile_f274225b","shared","Anonymous player profile","","ui","client/src/components/PlayerAvatar.tsx:9; client/src/components/PlayerSeat.tsx:45"
"ui.back_to_room_05b5ad94","shared; rooms-and-tables; callbreak","Back to room","","ui","client/src/components/EndedTableNotice.tsx:10; client/src/components/EndedTableNotice.tsx:10; client/src/components/GameMenu.tsx:57; client/src/components/RoomGameControl.tsx:402; client/src/components/RoundSummary.tsx:34"
"ui.bearer_value_0071d6a4","shared","Bearer {{value1}}","","candidate","client/src/multiplayer/api.ts:30; client/src/multiplayer/GameCommandClient.ts:48"
"ui.bet_history_1a4a480f","shared; flush","Bet history","","ui","client/src/components/GameMenu.tsx:51; client/src/screens/FlushTable.tsx:270"
"ui.bhidne_ho_87dd8a8b","shared","Bhidne Ho","","ui","client/src/components/AppHeader.tsx:25; client/src/components/BrandArt.tsx:5; client/src/components/BrandArt.tsx:10; client/src/components/BrandArt.tsx:17"
"ui.bhidne_ho_friends_playing_cards_in_nepal_more_than_a_ga_641050c0","shared","Bhidne Ho — friends playing cards in Nepal. More than a game, it’s our time.","","ui","client/src/screens/WelcomeScreen.tsx:38"
"ui.bid_1_value_make_your_bid_to_score_that_many_points_plu_94544c78","shared","Bid 1–{{value1}}. Make your bid to score that many points, plus 0.1 per extra trick. Miss it and lose your bid. Highest total wins.","","ui","client/src/components/GameDetails.tsx:70"
"ui.bid_pending_c7a5583b","shared","Bid pending","","ui","client/src/multiplayer/bidProgress.ts:3"
"ui.bidding_is_open_6e8c33fd","shared","Bidding is open","","candidate","client/src/notifications/gameNotification.ts:27"
"ui.browser_session_storage_is_unavailable_enable_it_to_sig_d3f84aba","shared","Browser session storage is unavailable. Enable it to sign in.","","candidate","client/src/auth/storage.ts:5"
"ui.call_break_rules_2bc34cfc","shared","Call Break rules","","ui","client/src/components/GameDetails.tsx:68; client/src/components/GameDetails.tsx:96"
"ui.cancel_ending_table_327f8e34","shared","Cancel ending table","","ui","client/src/components/EndGameControl.tsx:18"
"ui.cannot_reach_bid_55fd1945","shared","Cannot reach bid","","ui","client/src/multiplayer/bidProgress.ts:5"
"ui.choose_an_action_e82323b6","shared; flush","Choose an action","","ui","client/src/components/MobileGameHand.tsx:38; client/src/screens/FlushTable.tsx:175"
"ui.choose_table_theme_5ab37710","shared","Choose table theme","","ui","client/src/components/GameTableHeader.tsx:56"
"ui.choose_theme_b2ad23c0","shared","Choose theme","","ui","client/src/components/ThemeAction.tsx:15; client/src/components/ThemeAction.tsx:20"
"ui.close_bbfa773e","shared","Close","","ui","client/src/components/NotificationBell.tsx:91"
"ui.close_call_break_rules_01af2515","shared","Close Call Break rules","","ui","client/src/components/GameDetails.tsx:96"
"ui.close_notifications_f0252bf7","shared","Close notifications","","ui","client/src/components/NotificationBell.tsx:91"
"ui.close_rule_review_5ee9007c","shared","Close rule review","","ui","client/src/components/RuleProposal.tsx:37"
"ui.close_table_menu_5c746282","shared","Close table menu","","ui","client/src/components/GameTableHeader.tsx:85"
"ui.close_table_menu_backdrop_3b3116e8","shared","Close table menu backdrop","","ui","client/src/components/GameTableHeader.tsx:80"
"ui.close_table_sharing_a8ba37f8","shared","Close table sharing","","ui","client/src/components/ShareLink.tsx:97"
"ui.close_table_themes_7ec89755","shared","Close table themes","","ui","client/src/components/GameTableHeader.tsx:107"
"ui.close_themes_94c637d7","shared","Close themes","","ui","client/src/components/ThemeAction.tsx:20"
"ui.close_your_card_area_e5cd1ceb","shared","Close your card area","","ui","client/src/components/MobileGameHand.tsx:28"
"ui.collapse_your_card_area_eb98acc5","shared","Collapse your card area","","ui","client/src/components/HandAreaBar.tsx:23"
"ui.completed_trick_history_52c1d01a","shared","Completed trick history","","ui","client/src/components/GameHistory.tsx:21"
"ui.completed_tricks_will_appear_here_66e4a6e5","shared","Completed tricks will appear here.","","ui","client/src/components/GameHistory.tsx:28"
"ui.continue_with_value_9d13125e","shared","Continue with {{value1}}","","candidate","client/src/components/SignInButton.tsx:26"
"ui.copy_value_code_b1e113cd","shared","Copy {{value1}} code","","ui","client/src/components/ShareLink.tsx:51; client/src/components/ShareLink.tsx:56"
"ui.copy_invite_link_0cebb893","shared","Copy Invite Link","","ui","client/src/components/ShareLink.tsx:27; client/src/components/ShareLink.tsx:32"
"ui.copy_room_link_b263a7bf","shared","Copy room link","","ui","client/src/components/ShareLink.tsx:66"
"ui.copy_table_link_409bf84c","shared","Copy table link","","ui","client/src/components/ShareLink.tsx:76"
"ui.copy_unavailable_9389d097","shared","Copy unavailable","","candidate","client/src/components/ShareLink.tsx:22; client/src/components/ShareLink.tsx:46; client/src/components/ShareLink.tsx:93"
"ui.could_not_complete_this_request_please_try_again_ff9c5a40","shared","Could not complete this request. Please try again.","","candidate","client/src/multiplayer/apiResponse.ts:23"
"ui.could_not_load_notifications_8b23b3ef","shared","Could not load notifications.","","candidate","client/src/components/NotificationBell.tsx:38"
"ui.could_not_share_use_the_copy_options_above_16427bd5","shared","Could not share. Use the copy options above.","","candidate","client/src/components/ShareLink.tsx:95"
"ui.could_not_update_notifications_88b6b3a1","shared","Could not update notifications.","","candidate","client/src/components/NotificationBell.tsx:53"
"ui.could_not_update_the_request_f04712bf","shared","Could not update the request.","","candidate","client/src/components/NotificationBell.tsx:61"
"ui.could_not_update_the_room_invitation_6f76219b","shared","Could not update the room invitation.","","candidate","client/src/components/NotificationBell.tsx:75"
"ui.could_not_update_the_table_invitation_20d378d1","shared","Could not update the table invitation.","","candidate","client/src/components/NotificationBell.tsx:68"
"ui.creator_settings_save_before_starting_75120bac","shared","Creator settings · save before starting","","candidate","client/src/components/GameDetails.tsx:71"
"ui.current_deal_newest_first_c179d586","shared","Current deal · newest first","","candidate","client/src/components/GameHistory.tsx:34"
"ui.current_theme_value_a9df6b11","shared","Current theme: {{value1}}","","ui","client/src/components/GameTableHeader.tsx:56; client/src/components/ThemeAction.tsx:15"
"ui.current_trick_5b97ef00","shared","Current trick","","ui","client/src/components/CardTable.tsx:46"
"ui.deal_87078fc0","shared; callbreak","Deal","","ui","client/src/components/GameDetails.tsx:27; client/src/multiplayer/roundFlow.ts:1"
"ui.deal_value_value_4d1aa691","shared","Deal {{value1}} · {{value2}}","","candidate","client/src/notifications/gameNotification.ts:28"
"ui.deal_value_tricks_f67fdb0f","shared","Deal {{value1}} tricks","","candidate","client/src/components/GameHistory.tsx:18"
"ui.deal_valuevalue_a3761c7c","shared","Deal {{value1}}{{value2}}","","ui","client/src/components/GameDetails.tsx:36"
"ui.declined_your_connection_request_974d2cec","shared","declined your connection request.","","candidate","client/src/components/NotificationBell.tsx:114"
"ui.done_e9b450d1","shared","Done","","ui","client/src/components/NumericInput.tsx:14"
"ui.done_editing_number_65246cc5","shared","Done editing number","","ui","client/src/components/NumericInput.tsx:13"
"ui.end_game_fc7de771","shared","End game","","candidate","client/src/components/EndGameControl.tsx:8; client/src/components/GameMenu.tsx:61"
"ui.end_table_dd4f88e8","shared","End table","","candidate","client/src/components/EndGameControl.tsx:8; client/src/components/GameMenu.tsx:61"
"ui.end_this_game_for_everyone_play_will_stop_without_decla_dccb0bbe","shared","End this game for everyone? Play will stop without declaring a winner. Completed results remain available in the room ledger. The room stays open.","","candidate","client/src/components/EndGameControl.tsx:9"
"ui.end_this_game_caa9d8e4","shared","End this game?","","ui","client/src/components/EndGameControl.tsx:18"
"ui.end_this_table_745a9356","shared","End this table?","","ui","client/src/components/EndGameControl.tsx:18"
"ui.english_649df08a","shared","English","","candidate","client/src/components/GameMenu.tsx:59"
"ui.escape_b4cfe1f4","shared; rooms-and-tables","Escape","","candidate","client/src/components/GameTableHeader.tsx:42; client/src/components/RoomSheet.tsx:24"
"ui.every_seated_player_must_accept_a_rejection_keeps_the_e_1c827c36","shared","Every seated player must accept. A rejection keeps the existing rules. Viewers can review but cannot vote.","","ui","client/src/components/RuleProposal.tsx:28"
"ui.everyone_is_ready_the_creator_can_start_ab95a080","shared","Everyone is ready · the creator can start","","candidate","client/src/notifications/gameNotification.ts:22"
"ui.expand_your_card_area_40a81b65","shared","Expand your card area","","ui","client/src/components/HandAreaBar.tsx:19"
"ui.friend_and_room_activity_will_appear_here_da1d78f4","shared","Friend and room activity will appear here.","","ui","client/src/components/NotificationBell.tsx:95"
"ui.game_cda051c9","shared","game","","ui","client/src/components/ShareLink.tsx:27"
"ui.game_e3e82846","shared","Game","","candidate","client/src/components/GameMenu.tsx:50"
"ui.game_complete_see_the_final_scores_2758c2e0","shared","Game complete · see the final scores","","candidate","client/src/notifications/gameNotification.ts:21"
"ui.game_history_bbcc99e4","shared","Game history","","ui","client/src/components/GameHistory.tsx:14"
"ui.game_request_failed_try_again_4b84b2a0","shared","Game request failed. Try again.","","candidate","client/src/multiplayer/GameCommandClient.ts:53"
"ui.game_updated_0fc7713c","shared","Game updated","","candidate","client/src/notifications/gameNotification.ts:28"
"ui.google_2b681c0a","shared; social","Google","","candidate","client/src/components/SignInButton.tsx:25; client/src/components/SignInButton.tsx:36; client/src/components/SocialSignInButtons.tsx:38"
"ui.green_felt_and_polished_wood_3f14d0c8","shared","Green felt and polished wood","","ui","client/src/tableThemes.ts:4"
"ui.input_textarea_cdbfd11a","shared","input, textarea","","candidate","client/src/components/KeyboardFrame.tsx:26"
"ui.join_my_bhidne_ho_table_3d078746","shared","Join my Bhidne Ho table","","ui","client/src/components/ShareLink.tsx:92"
"ui.keep_playing_bb76090a","shared; marriage; rooms-and-tables","Keep playing","","candidate","client/src/components/EndGameControl.tsx:20; client/src/components/EndGameControl.tsx:30; client/src/components/MaalReady.tsx:41; client/src/components/TableControls.tsx:59; client/src/screens/MarriageTable.tsx:182"
"ui.language_89b86ab0","shared","Language","","candidate","client/src/components/GameMenu.tsx:59"
"ui.leave_table_36b18c50","shared; rooms-and-tables","Leave Table","","ui","client/src/components/GameMenu.tsx:61; client/src/components/RoomGameControl.tsx:247; client/src/components/RoomGameControl.tsx:247; client/src/components/TableControls.tsx:43; client/src/components/TableControls.tsx:45"
"ui.led_af05c8c3","shared; callbreak","Led","","candidate","client/src/components/CardTable.tsx:61; client/src/screens/LiveGameTable.tsx:187"
"ui.link_copied_paste_it_into_any_messaging_app_03343970","shared","Link copied. Paste it into any messaging app.","","candidate","client/src/components/ShareLink.tsx:93"
"ui.mvalue_valueh2v2h2v2h2v4h_2v2h_2v2h_4v_2h_2v_2h_2v_4h2v_291ba3c3","shared","M{{value1}} {{value2}}h2v2h2v2h2v4h-2v2h-2v2h-4v-2h-2v-2h-2v-4h2v-2h2v-2Z","","candidate","client/src/components/CardBack.tsx:15"
"ui.m0_1_l2_1_m3_4_l5_4_d57d249e","shared","M0 1 L2 1 M3 4 L5 4","","candidate","client/src/components/TableSurface.tsx:27"
"ui.m0_100l85_24l132_65l220_6l330_103l395_54l485_110l540_61_1c4ffa26","shared","M0 100L85 24L132 65L220 6L330 103L395 54L485 110L540 61L600 101V120H0Z","","candidate","client/src/components/NepaliLandscape.tsx:14"
"ui.m0_108q90_67_178_99t360_96t600_87v120h0z_fea81aea","shared","M0 108Q90 67 178 99T360 96T600 87V120H0Z","","candidate","client/src/components/NepaliLandscape.tsx:16"
"ui.m0_3_q18_8_36_3_m0_12_q18_16_36_12_008951ef","shared","M0 3 Q18 8 36 3 M0 12 Q18 16 36 12","","candidate","client/src/components/TableSurface.tsx:24"
"ui.m0_63_q45_48_94_62_t220_63_4f93f798","shared","M0 63 Q45 48 94 62 T220 63","","candidate","client/src/components/TableSurface.tsx:41"
"ui.m1_0_l4_18_m8_0_l6_18_m12_0_l16_18_m0_7_l18_9_m0_14_l18_2e324e0a","shared","M1 0 L4 18 M8 0 L6 18 M12 0 L16 18 M0 7 L18 9 M0 14 L18 12","","candidate","client/src/components/TableSurface.tsx:30"
"ui.m10_13a5_5_0_0_0_7_0l3_3a5_5_0_0_0_7_7l_2_2m14_11a5_5_0_e29f41d6","shared","M10 13a5 5 0 0 0 7 0l3-3a5 5 0 0 0-7-7l-2 2M14 11a5 5 0 0 0-7 0l-3 3a5 5 0 0 0 7 7l2-2","","candidate","client/src/components/ShareLink.tsx:30"
"ui.m10_4h5a1_1_0_0_0_1_1v14a1_1_0_0_0_1_1h5m10_12h11m_4_4_99a3dd1a","shared","M10 4H5a1 1 0 0 0-1 1v14a1 1 0 0 0 1 1h5M10 12h11m-4-4 4 4-4 4","","candidate","client/src/components/HeaderAction.tsx:17"
"ui.m10_53_28_59a14_4_14_4_0_0_1_9_75_24c0_1_59_27_3_13_78_90d021d6","shared","M10.53 28.59A14.4 14.4 0 0 1 9.75 24c0-1.59.27-3.13.78-4.59l-7.98-6.19A23.87 23.87 0 0 0 0 24c0 3.87.93 7.53 2.56 10.78l7.97-6.19Z","","candidate","client/src/components/SignInButton.tsx:14"
"ui.m107_101_l126_72_l146_98_l131_92_l123_100_l118_93_z_m18_10652a0e","shared","M107 101 L126 72 L146 98 L131 92 L123 100 L118 93 Z M183 111 L201 89 L222 109 L206 104 L199 111 L195 103 Z","","candidate","client/src/components/TableSurface.tsx:58"
"ui.m16_8v5a2_2_0_0_0_2_2h5a2_2_0_0_0_2_2v10a2_2_0_0_0_2_2h_f366d687","shared","M16 8V5a2 2 0 0 0-2-2H5a2 2 0 0 0-2 2v10a2 2 0 0 0 2 2h3","","candidate","client/src/components/ShareLink.tsx:54"
"ui.m168_49_l168_5_m168_27_l152_12_m169_20_l183_5_7f05d0f9","shared","M168 49 L168 5 M168 27 L152 12 M169 20 L183 5","","candidate","client/src/components/TableSurface.tsx:51"
"ui.m170_53l220_6l269_50l237_36l220_43l203_32z_m57_49l85_24_30cdfe0a","shared","M170 53L220 6L269 50L237 36L220 43L203 32Z M57 49L85 24L114 50L86 40Z","","candidate","client/src/components/NepaliLandscape.tsx:15"
"ui.m18_19_l59_9_l103_19_z_27c3907d","shared","M18 19 L59 -9 L103 19 Z","","candidate","client/src/components/TableSurface.tsx:43"
"ui.m18_8a6_6_0_0_0_12_0c0_7_3_7_3_9h18c0_2_3_2_3_9m10_21h4_269f94d1","shared","M18 8a6 6 0 0 0-12 0c0 7-3 7-3 9h18c0-2-3-2-3-9M10 21h4","","candidate","client/src/components/NotificationBell.tsx:82"
"ui.m2_61_q2_37_15_28_q28_40_27_61_z_52f27203","shared","M2 61 Q2 37 15 28 Q28 40 27 61 Z","","candidate","client/src/components/TableSurface.tsx:47"
"ui.m24_48c6_48_0_11_93_2_13_15_9_5_8l_7_73_6c_2_15_1_45_4_f8c1ca60","shared","M24 48c6.48 0 11.93-2.13 15.9-5.8l-7.73-6c-2.15 1.45-4.92 2.3-8.17 2.3-6.26 0-11.57-4.22-13.47-9.91l-7.98 6.19C6.51 42.62 14.62 48 24 48Z","","candidate","client/src/components/SignInButton.tsx:15"
"ui.m24_9_5c3_54_0_6_71_1_22_9_21_3_6l6_85_6_85c35_9_2_38_3_ec66f3fd","shared","M24 9.5c3.54 0 6.71 1.22 9.21 3.6l6.85-6.85C35.9 2.38 30.47 0 24 0 14.62 0 6.51 5.38 2.56 13.22l7.98 6.19C12.43 13.72 17.74 9.5 24 9.5Z","","candidate","client/src/components/SignInButton.tsx:12"
"ui.m25_26l34_37l25_48l16_37z_4e161c49","shared","M25 26L34 37L25 48L16 37Z","","candidate","client/src/components/CardBack.tsx:19"
"ui.m25_32l27_35l30_37l27_39l25_42l23_39l20_37l23_35z_6d717044","shared","M25 32L27 35L30 37L27 39L25 42L23 39L20 37L23 35Z","","candidate","client/src/components/CardBack.tsx:20"
"ui.m29_15_l59_5_m42_15_l61_5_m57_15_l63_4_m73_15_l65_3_m89_86af65bc","shared","M29 15 L59 -5 M42 15 L61 -5 M57 15 L63 -4 M73 15 L65 -3 M89 15 L67 -2","","candidate","client/src/components/TableSurface.tsx:44"
"ui.m34_29_h45_v41_h34_z_m76_29_h87_v41_h76_z_7e64f31b","shared","M34 29 H45 V41 H34 Z M76 29 H87 V41 H76 Z","","candidate","client/src/components/TableSurface.tsx:46"
"ui.m4_5_21v_2a7_5_7_5_0_0_1_15_0v2_78f597bf","shared","M4.5 21v-2a7.5 7.5 0 0 1 15 0v2","","candidate","client/src/components/HeaderAction.tsx:16"
"ui.m443_78q466_69_478_59q490_69_513_78z_m451_59q468_53_478_c57ebb8b","shared","M443 78Q466 69 478 59Q490 69 513 78Z M451 59Q468 53 478 43Q488 53 505 59Z M461 41L478 27L495 41Z","","candidate","client/src/components/NepaliLandscape.tsx:18"
"ui.m46_98_24_55c0_1_57_15_3_09_38_4_55h24v9_02h12_94c_58_2_76de9788","shared","M46.98 24.55c0-1.57-.15-3.09-.38-4.55H24v9.02h12.94c-.58 2.96-2.26 5.48-4.78 7.18l7.73 6c4.51-4.17 7.09-10.32 7.09-17.65Z","","candidate","client/src/components/SignInButton.tsx:13"
"ui.m478_22v31_m450_114h509_4072e869","shared","M478 22V31 M450 114H509","","candidate","client/src/components/NepaliLandscape.tsx:19"
"ui.m60_162_l112_125_l159_156_l217_122_l301_177_z_e2eb7f9d","shared","M60 162 L112 125 L159 156 L217 122 L301 177 Z","","candidate","client/src/components/TableSurface.tsx:59"
"ui.m75_147_l126_72_l164_119_l201_89_l282_164_z_c07061b5","shared","M75 147 L126 72 L164 119 L201 89 L282 164 Z","","candidate","client/src/components/TableSurface.tsx:57"
"ui.m9_59_l15_34_l20_59_m5_51_h24_c933d2b5","shared","M9 59 L15 34 L20 59 M5 51 H24","","candidate","client/src/components/TableSurface.tsx:48"
"ui.mark_all_as_read_1b83163b","shared","Mark all as read","","ui","client/src/components/NotificationBell.tsx:93"
"ui.marriage_the_table_has_updated_aec6c584","shared","Marriage · the table has updated","","candidate","client/src/notifications/gameNotification.ts:19"
"ui.marriage_complete_view_the_result_a2237cab","shared","Marriage complete · view the result","","candidate","client/src/notifications/gameNotification.ts:17"
"ui.met_e4028358","shared","Met","","ui","client/src/multiplayer/bidProgress.ts:4"
"ui.missed_bid_205adcca","shared","missed bid,","","ui","client/src/components/GameDetails.tsx:46"
"ui.mountain_silhouettes_beneath_an_evening_sky_6925bfdb","shared","Mountain silhouettes beneath an evening sky","","ui","client/src/tableThemes.ts:9"
"ui.need_value_770df758","shared","Need {{value1}}","","ui","client/src/multiplayer/bidProgress.ts:6"
"ui.no_816c52fd","shared","No","","candidate","client/src/components/RuleProposal.tsx:13"
"ui.no_activity_yet_8bdea321","shared","No activity yet.","","ui","client/src/components/GameHistory.tsx:32"
"ui.notifications_753a22b2","shared","Notifications","","ui","client/src/components/NotificationBell.tsx:90"
"ui.notificationsvalue_94355004","shared","Notifications{{value1}}","","ui","client/src/components/NotificationBell.tsx:79"
"ui.offline_e01fa717","shared; rooms-and-tables","Offline","","ui","client/src/components/PlayerSeat.tsx:49; client/src/screens/SharedRoomsScreen.tsx:294"
"ui.offline_value_9f4f0c85","shared","Offline · {{value1}}","","candidate","client/src/components/PlayerSeat.tsx:51"
"ui.only_the_creator_can_edit_settings_before_the_game_star_779d67ef","shared","Only the creator can edit settings before the game starts.","","candidate","client/src/components/GameDetails.tsx:71"
"ui.open_profile_3146b008","shared","Open profile","","ui","client/src/components/HeaderAction.tsx:10"
"ui.open_room_81e490f0","shared","Open room","","ui","client/src/components/NotificationBell.tsx:100"
"ui.open_table_0e97e58e","shared","Open table","","ui","client/src/components/NotificationBell.tsx:108"
"ui.paral_a_village_house_and_a_chautari_42337a0e","shared","Paral, a village house and a chautari","","ui","client/src/tableThemes.ts:5"
"ui.pending_e2258693","shared","pending","","ui","client/src/components/GameDetails.tsx:46"
"ui.placement_bets_paid_to_first_place_c3cfc444","shared","Placement bets · paid to first place","","ui","client/src/components/GameDetails.tsx:77"
"ui.player_photo_d940fde2","shared","Player photo","","ui","client/src/components/PlayerAvatar.tsx:8"
"ui.players_waiting_queue_016c9b6e","shared","Players & waiting queue","","candidate","client/src/components/GameMenu.tsx:37"
"ui.poke_dc87a50f","shared","Poke","","ui","client/src/components/PlayerSeat.tsx:37"
"ui.poke_the_table_070b4336","shared; social","Poke the table","","ui","client/src/components/GameMenu.tsx:46; client/src/components/PokeComposer.tsx:34"
"ui.preferences_9dfd349e","shared","Preferences","","candidate","client/src/components/GameMenu.tsx:58"
"ui.profile_5d45a009","shared","profile","","ui","client/src/components/HeaderAction.tsx:10"
"ui.propose_rules_bets_71b1c77b","shared","Propose rules & bets","","candidate","client/src/components/GameDetails.tsx:21"
"ui.r_06576556","shared","R","","ui","client/src/components/NotificationBell.tsx:97"
"ui.recent_activity_72d5617f","shared","Recent activity","","candidate","client/src/components/GameHistory.tsx:18"
"ui.recent_game_activity_f41932eb","shared","Recent game activity","","ui","client/src/components/GameHistory.tsx:21"
"ui.recent_server_events_newest_first_bc7cbb5c","shared","Recent server events · newest first","","candidate","client/src/components/GameHistory.tsx:34"
"ui.redeal_with_no_card_above_jack_4cd99eff","shared","Redeal with no card above Jack","","candidate","client/src/components/GameDetails.tsx:75"
"ui.redeal_with_no_spades_2458a0fe","shared","Redeal with no spades","","candidate","client/src/components/GameDetails.tsx:75"
"ui.reject_rules_23b1dae6","shared","Reject rules","","ui","client/src/components/RuleProposal.tsx:35"
"ui.requests_and_social_updates_da29b1fa","shared","Requests and social updates","","ui","client/src/components/NotificationBell.tsx:90"
"ui.review_rule_change_b0fcec92","shared","Review rule change","","ui","client/src/components/RuleProposal.tsx:21; client/src/components/RuleProposal.tsx:27"
"ui.revision_value_43f2c70d","shared","Revision {{value1}}","","candidate","client/src/components/GameHistory.tsx:31"
"ui.room_90e2fca9","shared","Room","","candidate","client/src/components/GameMenu.tsx:55"
"ui.rules_bb11a8e3","shared; marriage","Rules","","ui","client/src/components/GameDetails.tsx:91; client/src/components/GameDetails.tsx:93; client/src/components/GameMenu.tsx:52; client/src/components/MarriagePlayers.tsx:96; client/src/components/MarriagePlayers.tsx:98"
"ui.score_489f4877","shared; callbreak","Score","","ui","client/src/components/GameDetails.tsx:55; client/src/components/RoundSummary.tsx:21"
"ui.seat_available_f1ea1ff5","shared","Seat available","","candidate","client/src/components/NotificationBell.tsx:106"
"ui.sent_you_a_connection_request_b5e5b197","shared","sent you a connection request.","","candidate","client/src/components/NotificationBell.tsx:114"
"ui.session_expired_the_server_may_have_restarted_sign_out_f07c0819","shared","Session expired. The server may have restarted. Sign out to start a new session.","","candidate","client/src/multiplayer/apiResponse.ts:19"
"ui.share_table_a7d58e53","shared","Share table","","ui","client/src/components/GameMenu.tsx:56; client/src/components/GameTableHeader.tsx:101; client/src/components/GameTableHeader.tsx:101; client/src/components/ShareLink.tsx:97"
"ui.share_table_invitation_6ea6af84","shared","Share table invitation","","ui","client/src/components/ShareLink.tsx:99"
"ui.share_table_link_or_code_b6dc95df","shared","Share table link or code","","ui","client/src/components/GameTableHeader.tsx:65"
"ui.share_24897bc1","shared","Share…","","ui","client/src/components/ShareLink.tsx:99"
"ui.sharing_unavailable_table_ended_4b4f5e00","shared","Sharing unavailable · table ended","","candidate","client/src/components/ShareLink.tsx:35"
"ui.start_a_new_table_2d2102bc","shared","Start a new table","","ui","client/src/components/EndedTableNotice.tsx:11; client/src/components/EndedTableNotice.tsx:11"
"ui.stats_e350d5ce","shared; marriage","stats","","ui","client/src/components/GameDetails.tsx:91; client/src/components/MarriagePlayers.tsx:75; client/src/screens/MarriageTable.tsx:129"
"ui.stats_be763e9a","shared; marriage","Stats","","ui","client/src/components/GameDetails.tsx:91; client/src/components/GameDetails.tsx:93; client/src/screens/MarriageTable.tsx:129"
"ui.table_0424f6e7","shared","Table","","candidate","client/src/components/GameMenu.tsx:35"
"ui.table_chat_041cfb02","shared; social","Table Chat","","ui","client/src/components/GameMenu.tsx:36; client/src/components/TableSocial.tsx:220"
"ui.table_ended_251fd113","shared; marriage; flush","Table ended","","ui","client/src/components/EndedTableNotice.tsx:7; client/src/components/MarriagePlayers.tsx:61; client/src/screens/FlushTable.tsx:171"
"ui.table_theme_c54eaece","shared","Table theme","","ui","client/src/components/GameTableHeader.tsx:34; client/src/components/GameTableHeader.tsx:107; client/src/components/TableThemePicker.tsx:11"
"ui.table_theme_value_d8275025","shared","Table theme, {{value1}}","","ui","client/src/components/GameTableHeader.tsx:31"
"ui.the_game_changed_your_pending_action_was_not_retried_3d576a13","shared","The game changed. Your pending action was not retried.","","candidate","client/src/multiplayer/PendingGameAction.ts:30"
